    [10, 5, 1, 82, 4, 82, 6, 82, 9, 82, 10, 82, 6, 1, 76, 2, 76, 3, 76, 4, 76, 5, 76, 6, 76, 5, 1, 86, 2, 86, 4, 86, 6, 86, 7, 86, 6, 2, 93, 3, 93, 6, 93, 7, 93, 8, 93, 9, 93, 4, 2, 84, 5, 84, 9, 84, 10, 84, 4, 5, 38, 6, 38, 8, 38, 9, 38, 6, 2, 95, 3, 95, 4, 95, 5, 95, 6, 95, 9, 95, 6, 2, 37, 3, 37, 4, 37, 7, 37, 8, 37, 10, 37, 3, 2, 21, 4, 21, 7, 21, 4, 1, 23, 4, 23, 8, 23, 10, 23]; 
    [10, 9, 1, 77, 2, 77, 3, 77, 4, 77, 5, 77, 6, 77, 7, 77, 9, 77, 10, 77, 6, 1, 8, 3, 8, 5, 8, 6, 8, 8, 8, 9, 8, 4, 2, 42, 7, 42, 8, 42, 10, 42, 4, 1, 64, 2, 64, 5, 64, 8, 64, 3, 1, 70, 9, 70, 10, 70, 4, 3, 45, 6, 45, 8, 45, 9, 45, 3, 6, 45, 9, 45, 10, 45, 4, 2, 28, 3, 28, 6, 28, 9, 28, 7, 2, 67, 4, 67, 5, 67, 6, 67, 8, 67, 9, 67, 10, 67, 2, 2, 86, 8, 86]; 
};
dataArray = {
    [20, 10, 5.00];
    [10, 3, 4, 32, 8, 32, 9, 32, 4, 2, 81, 3, 81, 6, 81, 7, 81, 5, 4, 55, 5, 55, 7, 55, 9, 55, 10, 55, 4, 2, 40, 4, 40, 5, 40, 8, 40, 4, 1, 6, 2, 6, 4, 6, 8, 6, 4, 4, 19, 6, 19, 7, 19, 8, 19, 7, 2, 81, 5, 81, 6, 81, 7, 81, 8, 81, 9, 81, 10, 81, 5, 2, 37, 4, 37, 5, 37, 6, 37, 10, 37, 3, 1, 40, 2, 40, 3, 40, 4, 4, 9, 5, 9, 6, 9, 7, 9];
    [10, 5, 1, 70, 2, 70, 3, 70, 5, 70, 7, 70, 6, 3, 55, 4, 55, 6, 55, 7, 55, 8, 55, 9, 55, 5, 3, 21, 5, 21, 8, 21, 9, 21, 10, 21, 3, 5, 64, 6, 64, 10, 64, 6, 1, 46, 2, 46, 3, 46, 4, 46, 8, 46, 10, 46, 3, 2, 25, 3, 25, 9, 25, 7, 1, 65, 4, 65, 5, 65, 6, 65, 8, 65, 9, 65, 10, 65, 5, 1, 77, 2, 77, 6, 77, 7, 77, 10, 77, 6, 2, 65, 3, 65, 6, 65, 7, 65, 8, 65, 9, 65, 4, 1, 15, 4, 15, 7, 15, 8, 15];
    [10, 4, 1, 84, 3, 84, 7, 84, 8, 84, 4, 1, 89, 5, 89, 7, 89, 9, 89, 3, 3, 24, 4, 24, 7, 24, 2, 2, 44, 5, 44, 7, 1, 85, 2, 85, 3, 85, 5, 85, 6, 85, 9, 85, 10, 85, 6, 1, 31, 2, 31, 3, 31, 5, 31, 9, 31, 10, 31, 6, 1, 29, 2, 29, 4, 29, 5, 29, 8, 29, 10, 29, 5, 2, 83, 3, 83, 7, 83, 8, 83, 9, 83, 3, 3, 37, 6, 37, 10, 37, 5, 1, 40, 2, 40, 5, 40, 7, 40, 8, 40];
    [10, 4, 4, 80, 5, 80, 6, 80, 10, 80, 3, 2, 59, 6, 59, 8, 59, 8, 1, 8, 2, 8, 4, 8, 5, 8, 6, 8, 7, 8, 9, 8, 10, 8, 2, 3, 30, 4, 30, 6, 2, 77, 3, 77, 5, 77, 7, 77, 8, 77, 9, 77, 5, 1, 38, 3, 38, 4, 38, 5, 38, 7, 38, 3, 2, 80, 3, 80, 10, 80, 1, 8, 56, 5, 2, 41, 5, 41, 6, 41, 8, 41, 10, 41, 4, 6, 97, 7, 97, 8, 97, 9, 97];
    [10, 6, 1, 40, 5, 40, 6, 40, 7, 40, 8, 40, 9, 40, 9, 1, 71, 2, 71, 3, 71, 4, 71, 5, 71, 6, 71, 7, 71, 8, 71, 10, 71, 3, 1, 91, 6, 91, 9, 91, 3, 7, 7, 8, 7, 9, 7, 6, 1, 59, 2, 59, 5, 59, 6, 59, 9, 59, 10, 59, 5, 5, 80, 6, 80, 8, 80, 9, 80, 10, 80, 6, 1, 50, 2, 50, 3, 50, 4, 50, 6, 50, 10, 50, 5, 1, 56, 4, 56, 5, 56, 6, 56, 8, 56, 5, 1, 17, 2, 17, 4, 17, 6, 17, 10, 17, 2, 3, 88, 5, 88];
    [10, 5, 1, 36, 6, 36, 8, 36, 9, 36, 10, 36, 3, 5, 10, 7, 10, 10, 10, 5, 1, 45, 2, 45, 6, 45, 8, 45, 9, 45, 7, 2, 9, 3, 9, 5, 9, 6, 9, 7, 9, 8, 9, 9, 9, 6, 2, 54, 3, 54, 4, 54, 5, 54, 6, 54, 8, 54, 4, 3, 96, 4, 96, 9, 96, 10, 96, 2, 3, 8, 10, 8, 4, 4, 77, 6, 77, 9, 77, 10, 77, 2, 2, 29, 3, 29, 4, 2, 58, 4, 58, 8, 58, 9, 58];
    [10, 5, 2, 99, 3, 99, 5, 99, 6, 99, 7, 99, 5, 3, 86, 5, 86, 8, 86, 9, 86, 10, 86, 5, 3, 92, 4, 92, 5, 92, 7, 92, 8, 92, 4, 1, 28, 5, 28, 6, 28, 9, 28, 4, 2, 98, 7, 98, 8, 98, 9, 98, 5, 5, 70, 6, 70, 7, 70, 8, 70, 10, 70, 2, 5, 87, 6, 87, 6, 2, 96, 4, 96, 6, 96, 7, 96, 8, 96, 10, 96, 7, 1, 73, 2, 73, 3, 73, 4, 73, 5, 73, 7, 73, 9, 73, 4, 2, 27, 3, 27, 8, 27, 9, 27];
    [10, 4, 2, 95, 4, 95, 5, 95, 9, 95, 5, 2, 85, 4, 85, 5, 85, 9, 85, 10, 85, 6, 1, 56, 2, 56, 5, 56, 6, 56, 7, 56, 8, 56, 1, 5, 52, 3, 1, 59, 3, 59, 9, 59, 3, 3, 41, 4, 41, 5, 41, 8, 1, 81, 2, 81, 3, 81, 5, 81, 6, 81, 7, 81, 8, 81, 9, 81, 6, 1, 39, 4, 39, 6, 39, 8, 39, 9, 39, 10, 39, 2, 1, 32, 10, 32, 5, 1, 92, 2, 92, 6, 92, 8, 92, 10, 92];
    [10, 2, 2, 7, 7, 7, 5, 2, 69, 6, 69, 8, 69, 9, 69, 10, 69, 3, 2, 93, 5, 93, 9, 93, 9, 1, 27, 2, 27, 3, 27, 4, 27, 5, 27, 6, 27, 7, 27, 8, 27, 9, 27, 5, 1, 22, 2, 22, 6, 22, 7, 22, 10, 22, 5, 1, 88, 3, 88, 6, 88, 9, 88, 10, 88, 3, 1, 45, 9, 45, 10, 45, 6, 2, 60, 3, 60, 4, 60, 6, 60, 7, 60, 10, 60, 5, 1, 49, 3, 49, 5, 49, 8, 49, 10, 49, 1, 3, 12];
    [10, 7, 2, 33, 3, 33, 4, 33, 6, 33, 8, 33, 9, 33, 10, 33, 4, 2, 61, 3, 61, 6, 61, 7, 61, 3, 5, 44, 6, 44, 9, 44, 2, 5, 26, 6, 26, 4, 1, 84, 2, 84, 4, 84, 8, 84, 6, 1, 82, 2, 82, 3, 82, 4, 82, 7, 82, 9, 82, 4, 1, 68, 4, 68, 5, 68, 8, 68, 4, 1, 21, 8, 21, 9, 21, 10, 21, 5, 4, 71, 6, 71, 8, 71, 9, 71, 10, 71, 3, 2, 99, 5, 99, 10, 99];
    [10, 5, 3, 43, 4, 43, 7, 43, 8, 43, 9, 43, 4, 1, 72, 4, 72, 5, 72, 9, 72, 6, 2, 30, 3, 30, 4, 30, 5, 30, 7, 30, 10, 30, 6, 1, 98, 2, 98, 3, 98, 6, 98, 7, 98, 9, 98, 7, 1, 75, 2, 75, 3, 75, 4, 75, 8, 75, 9, 75, 10, 75, 6, 1, 26, 2, 26, 3, 26, 5, 26, 8, 26, 10, 26, 6, 1, 8, 2, 8, 3, 8, 4, 8, 7, 8, 8, 8, 5, 5, 74, 6, 74, 7, 74, 8, 74, 10, 74, 8, 1, 19, 2, 19, 3, 19, 4, 19, 6, 19, 7, 19, 8, 19, 10, 19, 4, 1, 38, 3, 38, 5, 38, 6, 38];
    [10, 4, 1, 19, 2, 19, 5, 19, 7, 19, 4, 1, 67, 3, 67, 4, 67, 9, 67, 5, 1, 73, 2, 73, 5, 73, 6, 73, 9, 73, 4, 2, 85, 3, 85, 4, 85, 10, 85, 2, 5, 26, 10, 26, 1, 5, 39, 3, 4, 9, 8, 9, 10, 9, 3, 1, 23, 6, 23, 7, 23, 4, 2, 13, 4, 13, 6, 13, 8, 13, 4, 1, 43, 3, 43, 4, 43, 6, 43];
    [10, 5, 3, 72, 5, 72, 6, 72, 7, 72, 9, 72, 4, 3, 46, 4, 46, 8, 46, 9, 46, 6, 3, 80, 4, 80, 6, 80, 7, 80, 8, 80, 10, 80, 3, 1, 93, 4, 93, 6, 93, 5, 2, 61, 3, 61, 6, 61, 9, 61, 10, 61, 3, 1, 7, 5, 7, 6, 7, 3, 6, 42, 8, 42, 10, 42, 4, 1, 50, 2, 50, 4, 50, 6, 50, 3, 1, 55, 4, 55, 9, 55, 6, 5, 57, 6, 57, 7, 57, 8, 57, 9, 57, 10, 57];
    [10, 7, 1, 99, 2, 99, 4, 99, 5, 99, 6, 99, 7, 99, 8, 99, 3, 1, 91, 4, 91, 9, 91, 3, 1, 11, 6, 11, 10, 11, 6, 2, 68, 5, 68, 6, 68, 7, 68, 8, 68, 9, 68, 6, 2, 43, 4, 43, 6, 43, 7, 43, 8, 43, 10, 43, 6, 2, 96, 3, 96, 4, 96, 5, 96, 8, 96, 10, 96, 4, 3, 72, 7, 72, 9, 72, 10, 72, 3, 7, 11, 9, 11, 10, 11, 4, 1, 60, 7, 60, 8, 60, 10, 60, 7, 1, 68, 2, 68, 3, 68, 5, 68, 6, 68, 7, 68, 9, 68];
    [10, 4, 2, 69, 3, 69, 8, 69, 10, 69, 2, 1, 43, 2, 43, 6, 1, 12, 3, 12, 4, 12, 5, 12, 6, 12, 7, 12, 3, 4, 40, 5, 40, 9, 40, 4, 1, 70, 2, 70, 4, 70, 10, 70, 7, 1, 74, 3, 74, 4, 74, 5, 74, 6, 74, 7, 74, 10, 74, 7, 1, 34, 2, 34, 3, 34, 5, 34, 6, 34, 8, 34, 10, 34, 5, 1, 7, 2, 7, 3, 7, 4, 7, 6, 7, 4, 1, 30, 4, 30, 5, 30, 6, 30, 4, 1, 84, 4, 84, 6, 84, 8, 84];
    [10, 4, 4, 99, 5, 99, 8, 99, 10, 99, 3, 3, 27, 4, 27, 5, 27, 5, 1, 59, 4, 59, 5, 59, 7, 59, 9, 59, 6, 1, 72, 2, 72, 4, 72, 5, 72, 6, 72, 9, 72, 3, 1, 9, 3, 9, 7, 9, 3, 1, 45, 7, 45, 8, 45, 4, 1, 49, 3, 49, 5, 49, 8, 49, 4, 4, 63, 7, 63, 9, 63, 10, 63, 7, 2, 69, 3, 69, 4, 69, 5, 69, 6, 69, 7, 69, 8, 69, 4, 1, 60, 2, 60, 4, 60, 9, 60];
    [10, 6, 1, 75, 5, 75, 6, 75, 7, 75, 8, 75, 9, 75, 5, 4, 17, 6, 17, 7, 17, 8, 17, 10, 17, 6, 3, 91, 4, 91, 6, 91, 7, 91, 8, 91, 10, 91, 2, 4, 50, 8, 50, 7, 1, 65, 2, 65, 4, 65, 5, 65, 6, 65, 9, 65, 10, 65, 5, 2, 37, 6, 37, 7, 37, 8, 37, 10, 37, 4, 1, 98, 2, 98, 3, 98, 10, 98, 5, 1, 90, 2, 90, 3, 90, 5, 90, 6, 90, 1, 7, 71, 5, 1, 8, 3, 8, 4, 8, 5, 8, 9, 8];
    [10, 3, 1, 72, 4, 72, 10, 72, 5, 2, 9, 6, 9, 7, 9, 8, 9, 9, 9, 4, 3, 31, 4, 31, 6, 31, 10, 31, 5, 1, 49, 2, 49, 7, 49, 8, 49, 10, 49, 3, 3, 91, 8, 91, 10, 91, 2, 4, 62, 9, 62, 4, 6, 90, 7, 90, 8, 90, 10, 90, 3, 1, 72, 5, 72, 10, 72, 4, 5, 98, 6, 98, 9, 98, 10, 98, 8, 1, 38, 2, 38, 3, 38, 5, 38, 6, 38, 7, 38, 8, 38, 10, 38];
    [10, 2, 4, 35, 5, 35, 3, 3, 63, 5, 63, 10, 63, 6, 1, 25, 3, 25, 4, 25, 6, 25, 8, 25, 9, 25, 5, 2, 35, 4, 35, 5, 35, 7, 35, 8, 35, 4, 1, 21, 4, 21, 9, 21, 10, 21, 6, 2, 47, 3, 47, 4, 47, 6, 47, 7, 47, 8, 47, 3, 2, 52, 4, 52, 6, 52, 4, 1, 80, 2, 80, 5, 80, 9, 80, 6, 1, 39, 2, 39, 3, 39, 5, 39, 7, 39, 9, 39, 3, 2, 74, 9, 74, 10, 74];
    [10, 6, 2, 68, 3, 68, 4, 68, 5, 68, 8, 68, 10, 68, 5, 1, 24, 2, 24, 4, 24, 6, 24, 7, 24, 5, 4, 58, 5, 58, 8, 58, 9, 58, 10, 58, 5, 3, 52, 5, 52, 7, 52, 9, 52, 10, 52, 4, 1, 5, 3, 5, 6, 5, 9, 5, 4, 3, 20, 5, 20, 7, 20, 8, 20, 5, 1, 50, 4, 50, 5, 50, 6, 50, 7, 50, 6, 2, 57, 3, 57, 4, 57, 8, 57, 9, 57, 10, 57, 6, 1, 88, 2, 88, 6, 88, 7, 88, 8, 88, 10, 88, 4, 2, 53, 5, 53, 6, 53, 9, 53];
};
dataArray = {
    [20, 10, 5.00]; 
    [10, 3, 4, 14, 8, 14, 9, 14, 4, 2, 38, 3, 38, 6, 38, 7, 38, 5, 4, 44, 7, 44, 8, 44, 9, 44, 10, 44, 5, 1, 76, 2, 76, 4, 76, 5, 76, 8, 76, 4, 2, 97, 4, 97, 6, 97, 8, 97, 3, 4, 12, 7, 12, 8, 12, 6, 2, 75, 5, 75, 6, 75, 7, 75, 8, 75, 9, 75, 5, 2, 66, 5, 66, 6, 66, 7, 66, 10, 66, 3, 1, 12, 2, 12, 10, 12, 5, 2, 29, 4, 29, 5, 29, 6, 29, 7, 29]; 
    [10, 4, 1, 43, 2, 43, 5, 43, 7, 43, 5, 3, 85, 6, 85, 7, 85, 8, 85, 9, 85, 5, 3, 82, 4, 82, 5, 82, 9, 82, 10, 82, 2, 6, 38, 10, 38, 6, 1, 58, 3, 58, 4, 58, 5, 58, 8, 58, 10, 58, 4, 2, 89, 3, 89, 9, 89, 10, 89, 6, 1, 92, 4, 92, 5, 92, 6, 92, 8, 92, 9, 92, 5, 1, 87, 2, 87, 6, 87, 7, 87, 10, 87, 6, 2, 69, 3, 69, 6, 69, 7, 69, 8, 69, 9, 69, 4, 1, 80, 2, 80, 4, 80, 8, 80]; 
    [10, 5, 1, 41, 3, 41, 4, 41, 7, 41, 8, 41, 5, 1, 7, 5, 7, 7, 7, 8, 7, 9, 7, 3, 3, 5, 7, 5, 10, 5, 2, 1, 43, 5, 43, 7, 1, 14, 2, 14, 3, 14, 5, 14, 6, 14, 9, 14, 10, 14, 5, 1, 8, 2, 8, 3, 8, 5, 8, 10, 8, 6, 1, 61, 2, 61, 4, 61, 5, 61, 6, 61, 8, 61, 5, 2, 84, 3, 84, 7, 84, 8, 84, 9, 84, 4, 3, 66, 6, 66, 9, 66, 10, 66, 4, 2, 48, 5, 48, 7, 48, 8, 48]; 
    [10, 4, 3, 42, 4, 42, 6, 42, 10, 42, 3, 2, 74, 4, 74, 8, 74, 7, 2, 59, 4, 59, 5, 59, 6, 59, 7, 59, 9, 59, 10, 59, 2, 4, 41, 7, 41, 6, 2, 8, 3, 8, 5, 8, 7, 8, 8, 8, 9, 8, 5, 1, 73, 3, 73, 5, 73, 7, 73, 10, 73, 4, 2, 43, 3, 43, 9, 43, 10, 43, 1, 1, 96, 4, 2, 19, 5, 19, 6, 19, 8, 19, 4, 6, 97, 7, 97, 8, 97, 9, 97]; 
    [10, 5, 1, 23, 5, 23, 6, 23, 8, 23, 9, 23, 9, 1, 42, 2, 42, 4, 42, 5, 42, 6, 42, 7, 42, 8, 42, 9, 42, 10, 42, 3, 5, 37, 6, 37, 9, 37, 2, 7, 55, 9, 55, 6, 1, 7, 2, 7, 5, 7, 6, 7, 9, 7, 10, 7, 5, 5, 5, 6, 5, 8, 5, 9, 5, 10, 5, 5, 1, 70, 2, 70, 3, 70, 6, 70, 10, 70, 5, 1, 38, 4, 38, 5, 38, 8, 38, 10, 38, 5, 1, 75, 2, 75, 4, 75, 6, 75, 10, 75, 2, 2, 48, 3, 48];
    [10, 5, 1, 9, 6, 9, 8, 9, 9, 9, 10, 9, 2, 5, 43, 7, 43, 4, 2, 31, 6, 31, 8, 31, 9, 31, 6, 2, 25, 3, 25, 5, 25, 6, 25, 8, 25, 9, 25, 6, 2, 73, 3, 73, 4, 73, 5, 73, 6, 73, 8, 73, 3, 3, 95, 4, 95, 10, 95, 2, 1, 79, 10, 79, 4, 3, 72, 4, 72, 9, 72, 10, 72, 3, 2, 60, 3, 60, 10, 60, 4, 2, 56, 4, 56, 8, 56, 9, 56];
    [10, 4, 2, 7, 3, 7, 5, 7, 6, 7, 6, 3, 21, 5, 21, 6, 21, 8, 21, 9, 21, 10, 21, 5, 3, 53, 5, 53, 7, 53, 8, 53, 9, 53, 5, 1, 16, 5, 16, 6, 16, 7, 16, 9, 16, 4, 5, 94, 7, 94, 8, 94, 9, 94, 5, 1, 97, 6, 97, 7, 97, 8, 97, 10, 97, 2, 4, 78, 5, 78, 7, 2, 64, 3, 64, 4, 64, 6, 64, 7, 64, 8, 64, 10, 64, 8, 1, 86, 2, 86, 3, 86, 4, 86, 5, 86, 7, 86, 8, 86, 9, 86, 4, 2, 31, 3, 31, 9, 31, 10, 31];
    [10, 5, 2, 65, 3, 65, 4, 65, 5, 65, 9, 65, 5, 2, 59, 5, 59, 7, 59, 9, 59, 10, 59, 6, 1, 85, 2, 85, 5, 85, 6, 85, 7, 85, 8, 85, 1, 2, 33, 4, 1, 30, 3, 30, 5, 30, 9, 30, 4, 3, 44, 4, 44, 5, 44, 9, 44, 7, 1, 61, 2, 61, 3, 61, 5, 61, 6, 61, 8, 61, 9, 61, 5, 1, 86, 4, 86, 6, 86, 8, 86, 10, 86, 2, 1, 63, 10, 63, 4, 1, 32, 2, 32, 6, 32, 10, 32];
    [10, 1, 7, 45, 5, 2, 44, 3, 44, 6, 44, 9, 44, 10, 44, 3, 2, 61, 6, 61, 9, 61, 8, 1, 93, 2, 93, 3, 93, 4, 93, 5, 93, 6, 93, 8, 93, 9, 93, 4, 1, 30, 2, 30, 7, 30, 10, 30, 5, 3, 90, 6, 90, 8, 90, 9, 90, 10, 90, 3, 1, 84, 9, 84, 10, 84, 6, 2, 11, 3, 11, 5, 11, 6, 11, 7, 11, 10, 11, 5, 1, 16, 3, 16, 4, 16, 5, 16, 8, 16, 2, 1, 60, 3, 60];
    [10, 8, 2, 47, 3, 47, 4, 47, 5, 47, 6, 47, 8, 47, 9, 47, 10, 47, 5, 2, 36, 3, 36, 6, 36, 7, 36, 8, 36, 3, 5, 31, 6, 31, 9, 31, 2, 2, 49, 5, 49, 4, 1, 20, 2, 20, 4, 20, 8, 20, 5, 1, 28, 2, 28, 3, 28, 4, 28, 9, 28, 4, 1, 52, 5, 52, 7, 52, 8, 52, 3, 8, 35, 9, 35, 10, 35, 4, 4, 11, 6, 11, 8, 11, 9, 11, 4, 1, 32, 2, 32, 5, 32, 10, 32];
    [10, 5, 3, 77, 4, 77, 7, 77, 8, 77, 9, 77, 3, 4, 10, 5, 10, 9, 10, 5, 2, 68, 3, 68, 4, 68, 7, 68, 10, 68, 6, 1, 17, 2, 17, 3, 17, 6, 17, 7, 17, 9, 17, 7, 1, 85, 2, 85, 3, 85, 4, 85, 8, 85, 9, 85, 10, 85, 6, 1, 84, 2, 84, 3, 84, 5, 84, 8, 84, 10, 84, 7, 1, 20, 2, 20, 3, 20, 4, 20, 7, 20, 8, 20, 9, 20, 5, 5, 49, 6, 49, 7, 49, 8, 49, 10, 49, 8, 1, 74, 2, 74, 3, 74, 4, 74, 6, 74, 7, 74, 8, 74, 10, 74, 5, 1, 34, 3, 34, 4, 34, 5, 34, 6, 34];
    [10, 4, 1, 17, 2, 17, 5, 17, 7, 17, 5, 1, 7, 3, 7, 4, 7, 6, 7, 9, 7, 4, 1, 85, 2, 85, 5, 85, 6, 85, 3, 3, 29, 4, 29, 10, 29, 2, 3, 17, 5, 17, 1, 5, 76, 3, 4, 59, 7, 59, 10, 59, 3, 6, 71, 7, 71, 9, 71, 4, 2, 13, 4, 13, 8, 13, 10, 13, 5, 1, 48, 3, 48, 4, 48, 6, 48, 8, 48];
    [10, 4, 3, 87, 5, 87, 6, 87, 7, 87, 4, 3, 39, 4, 39, 5, 39, 9, 39, 7, 3, 43, 4, 43, 6, 43, 7, 43, 8, 43, 9, 43, 10, 43, 4, 1, 11, 4, 11, 6, 11, 8, 11, 5, 2, 15, 3, 15, 6, 15, 9, 15, 10, 15, 3, 1, 32, 4, 32, 6, 32, 3, 6, 64, 8, 64, 10, 64, 3, 1, 19, 4, 19, 6, 19, 3, 2, 39, 4, 39, 9, 39, 6, 5, 16, 6, 16, 7, 16, 8, 16, 9, 16, 10, 16];
    [10, 6, 1, 33, 2, 33, 4, 33, 6, 33, 7, 33, 8, 33, 2, 4, 99, 9, 99, 3, 1, 32, 6, 32, 7, 32, 5, 2, 91, 5, 91, 7, 91, 8, 91, 9, 91, 7, 2, 82, 4, 82, 6, 82, 7, 82, 8, 82, 9, 82, 10, 82, 6, 2, 92, 3, 92, 4, 92, 5, 92, 8, 92, 10, 92, 4, 3, 99, 7, 99, 9, 99, 10, 99, 4, 7, 57, 8, 57, 9, 57, 10, 57, 5, 1, 83, 2, 83, 7, 83, 8, 83, 10, 83, 6, 1, 8, 3, 8, 5, 8, 6, 8, 7, 8, 9, 8];
    [10, 4, 2, 91, 3, 91, 4, 91, 8, 91, 3, 1, 39, 2, 39, 6, 39, 6, 1, 69, 3, 69, 4, 69, 5, 69, 6, 69, 7, 69, 3, 4, 27, 5, 27, 9, 27, 4, 1, 7, 4, 7, 8, 7, 10, 7, 7, 1, 21, 3, 21, 4, 21, 5, 21, 6, 21, 7, 21, 10, 21, 6, 1, 38, 2, 38, 5, 38, 6, 38, 8, 38, 10, 38, 6, 1, 62, 2, 62, 3, 62, 4, 62, 6, 62, 10, 62, 4, 1, 88, 4, 88, 5, 88, 6, 88, 3, 1, 48, 4, 48, 6, 48];
    [10, 5, 3, 67, 4, 67, 5, 67, 8, 67, 10, 67, 3, 3, 80, 5, 80, 8, 80, 5, 1, 24, 4, 24, 5, 24, 7, 24, 9, 24, 5, 1, 88, 2, 88, 4, 88, 5, 88, 9, 88, 3, 1, 18, 5, 18, 7, 18, 3, 1, 44, 2, 44, 8, 44, 5, 1, 45, 3, 45, 5, 45, 8, 45, 9, 45, 4, 4, 64, 7, 64, 9, 64, 10, 64, 7, 2, 80, 3, 80, 4, 80, 5, 80, 6, 80, 7, 80, 8, 80, 4, 1, 38, 2, 38, 4, 38, 7, 38];
    [10, 6, 5, 59, 6, 59, 7, 59, 8, 59, 9, 59, 10, 59, 5, 4, 72, 6, 72, 7, 72, 8, 72, 10, 72, 6, 3, 47, 4, 47, 6, 47, 7, 47, 8, 47, 10, 47, 2, 4, 40, 5, 40, 7, 1, 21, 2, 21, 4, 21, 5, 21, 6, 21, 8, 21, 10, 21, 5, 2, 43, 6, 43, 7, 43, 8, 43, 10, 43, 3, 1, 51, 2, 51, 3, 51, 5, 1, 52, 3, 52, 5, 52, 6, 52, 9, 52, 1, 2, 24, 4, 1, 15, 3, 15, 4, 15, 9, 15];
    [10, 2, 1, 70, 4, 70, 5, 3, 31, 6, 31, 7, 31, 8, 31, 9, 31, 4, 3, 20, 6, 20, 7, 20, 10, 20, 5, 1, 76, 2, 76, 8, 76, 9, 76, 10, 76, 3, 2, 40, 8, 40, 10, 40, 2, 4, 43, 8, 43, 4, 1, 32, 6, 32, 7, 32, 10, 32, 3, 5, 88, 6, 88, 10, 88, 3, 5, 5, 9, 5, 10, 5, 8, 1, 77, 2, 77, 3, 77, 5, 77, 6, 77, 7, 77, 8, 77, 10, 77];
    [10, 2, 4, 47, 5, 47, 3, 5, 64, 6, 64, 10, 64, 7, 1, 85, 3, 85, 4, 85, 6, 85, 8, 85, 9, 85, 10, 85, 4, 2, 49, 4, 49, 5, 49, 8, 49, 4, 1, 58, 4, 58, 8, 58, 10, 58, 6, 2, 26, 3, 26, 4, 26, 6, 26, 7, 26, 8, 26, 4, 1, 32, 2, 32, 4, 32, 6, 32, 3, 1, 80, 5, 80, 9, 80, 5, 2, 14, 3, 14, 5, 14, 7, 14, 9, 14, 3, 2, 94, 7, 94, 9, 94];
    [10, 6, 2, 59, 4, 59, 5, 59, 6, 59, 8, 59, 10, 59, 5, 1, 96, 2, 96, 3, 96, 4, 96, 7, 96, 5, 1, 5, 4, 5, 5, 5, 8, 5, 9, 5, 5, 3, 79, 5, 79, 7, 79, 8, 79, 10, 79, 3, 3, 34, 6, 34, 9, 34, 4, 3, 75, 5, 75, 7, 75, 8, 75, 5, 1, 26, 4, 26, 5, 26, 6, 26, 7, 26, 6, 2, 9, 3, 9, 4, 9, 7, 9, 9, 9, 10, 9, 5, 1, 23, 6, 23, 7, 23, 8, 23, 10, 23, 3, 2, 11, 6, 11, 9, 11];
};
dataArray = {
    [20, 10, 5.00]; 
    [10, 3, 5, 32, 7, 32, 10, 32, 2, 3, 16, 4, 16, 7, 1, 33, 2, 33, 4, 33, 6, 33, 7, 33, 8, 33, 10, 33, 3, 1, 12, 6, 12, 9, 12, 6, 2, 70, 3, 70, 4, 70, 7, 70, 8, 70, 9, 70, 5, 1, 10, 5, 10, 7, 10, 9, 10, 10, 10, 7, 1, 75, 2, 75, 3, 75, 4, 75, 5, 75, 8, 75, 10, 75, 2, 1, 82, 3, 82, 6, 2, 88, 5, 88, 6, 88, 8, 88, 9, 88, 10, 88, 5, 2, 20, 3, 20, 8, 20, 9, 20, 10, 20]; 
    [10, 1, 9, 39, 5, 2, 81, 5, 81, 7, 81, 9, 81, 10, 81, 6, 1, 91, 2, 91, 3, 91, 4, 91, 6, 91, 9, 91, 4, 2, 56, 5, 56, 6, 56, 8, 56, 5, 2, 69, 5, 69, 7, 69, 8, 69, 10, 69, 3, 2, 45, 8, 45, 10, 45, 4, 1, 59, 4, 59, 7, 59, 8, 59, 5, 1, 86, 3, 86, 7, 86, 9, 86, 10, 86, 2, 3, 36, 10, 36, 5, 2, 68, 4, 68, 7, 68, 8, 68, 10, 68]; 
    [10, 3, 4, 84, 5, 84, 7, 84, 5, 2, 57, 3, 57, 6, 57, 7, 57, 10, 57, 3, 5, 41, 6, 41, 8, 41, 5, 3, 73, 5, 73, 6, 73, 7, 73, 9, 73, 5, 2, 81, 5, 81, 6, 81, 7, 81, 8, 81, 4, 1, 88, 6, 88, 7, 88, 10, 88, 6, 1, 38, 2, 38, 5, 38, 6, 38, 7, 38, 9, 38, 7, 1, 17, 2, 17, 5, 17, 6, 17, 8, 17, 9, 17, 10, 17, 3, 1, 83, 7, 83, 9, 83, 6, 1, 5, 2, 5, 4, 5, 5, 5, 6, 5, 7, 5]; 
